region_label,atlas_label
Calcarine_L,AAL
Calcarine_R,AAL
Cuneus_L,AAL
Cuneus_R,AAL
Lingual_L,AAL
Lingual_R,AAL
Occipital_Sup_L,AAL
Occipital_Sup_R,AAL
Occipital_Mid_L,AAL
Occipital_Mid_R,AAL
Occipital_Inf_L,AAL
Occipital_Inf_R,AAL
Fusiform_L,AAL
Fusiform_R,AAL
Postcentral_L,AAL
Postcentral_R,AAL
Parietal_Sup_L,AAL
Parietal_Sup_R,AAL
Parietal_Inf_L,AAL
Parietal_Inf_R,AAL
SupraMarginal_L,AAL
SupraMarginal_R,AAL
Angular_L,AAL
Angular_R,AAL
Precuneus_L,AAL
Precuneus_R,AAL
Paracentral_Lobule_L,AAL
Paracentral_Lobule_R,AAL
Caudate_L,AAL
Caudate_R,AAL
Putamen_L,AAL
Putamen_R,AAL
Pallidum_L,AAL
Pallidum_R,AAL
Thalamus_L,AAL
Thalamus_R,AAL
Heschl_L,AAL
Heschl_R,AAL
Temporal_Sup_L,AAL
Temporal_Sup_R,AAL
Temporal_Pole_Sup_L,AAL
Temporal_Pole_Sup_R,AAL
Temporal_Mid_L,AAL
Temporal_Mid_R,AAL
Temporal_Pole_Mid_L,AAL
Temporal_Pole_Mid_R,AAL
Temporal_Inf_L,AAL
Temporal_Inf_R,AAL
Cerebelum_Crus1_L,AAL
Cerebelum_Crus1_R,AAL
Cerebelum_Crus2_L,AAL
Cerebelum_Crus2_R,AAL
Cerebelum_3_L,AAL
Cerebelum_3_R,AAL
Cerebelum_4_5_L,AAL
Cerebelum_4_5_R,AAL
Cerebelum_6_L,AAL
Cerebelum_6_R,AAL
Cerebelum_7b_L,AAL
Cerebelum_7b_R,AAL
Cerebelum_8_L,AAL
Cerebelum_8_R,AAL
Cerebelum_9_L,AAL
Cerebelum_9_R,AAL
Cerebelum_10_L,AAL
Cerebelum_10_R,AAL
Vermis_1_2,AAL
Vermis_3,AAL
Vermis_4_5,AAL
Vermis_6,AAL
Vermis_7,AAL
Vermis_8,AAL
Vermis_9,AAL
Vermis_10,AAL
G_Frontal_Sup-1-L,aicha
G_Frontal_Sup-1-R,aicha
G_Frontal_Sup-2-L,aicha
G_Frontal_Sup-2-R,aicha
G_Frontal_Sup-3-L,aicha
G_Frontal_Sup-3-R,aicha
S_Sup_Frontal-1-L,aicha
S_Sup_Frontal-1-R,aicha
S_Sup_Frontal-2-L,aicha
S_Sup_Frontal-2-R,aicha
S_Sup_Frontal-3-L,aicha
S_Sup_Frontal-3-R,aicha
S_Sup_Frontal-4-L,aicha
S_Sup_Frontal-4-R,aicha
S_Sup_Frontal-5-L,aicha
S_Sup_Frontal-5-R,aicha
S_Sup_Frontal-6-L,aicha
S_Sup_Frontal-6-R,aicha
G_Frontal_Mid-1-L,aicha
G_Frontal_Mid-1-R,aicha
G_Frontal_Mid-2-L,aicha
G_Frontal_Mid-2-R,aicha
G_Frontal_Mid-3-L,aicha
G_Frontal_Mid-3-R,aicha
G_Frontal_Mid-4-L,aicha
G_Frontal_Mid-4-R,aicha
G_Frontal_Mid-5-L,aicha
G_Frontal_Mid-5-R,aicha
S_Inf_Frontal-1-L,aicha
S_Inf_Frontal-1-R,aicha
S_Inf_Frontal-2-L,aicha
S_Inf_Frontal-2-R,aicha
G_Frontal_Inf_Tri-1-L,aicha
G_Frontal_Inf_Tri-1-R,aicha
G_Frontal_Sup_Orb-1-L,aicha
G_Frontal_Sup_Orb-1-R,aicha
G_Frontal_Mid_Orb-1-L,aicha
G_Frontal_Mid_Orb-1-R,aicha
G_Frontal_Mid_Orb-2-L,aicha
G_Frontal_Mid_Orb-2-R,aicha
G_Frontal_Inf_Orb-1-L,aicha
G_Frontal_Inf_Orb-1-R,aicha
G_Frontal_Inf_Orb-2-L,aicha
G_Frontal_Inf_Orb-2-R,aicha
S_Orbital-1-L,aicha
S_Orbital-1-R,aicha
S_Orbital-2-L,aicha
S_Orbital-2-R,aicha
S_Olfactory-1-L,aicha
S_Olfactory-1-R,aicha
S_Precentral-1-L,aicha
S_Precentral-1-R,aicha
S_Precentral-2-L,aicha
S_Precentral-2-R,aicha
S_Precentral-3-L,aicha
S_Precentral-3-R,aicha
S_Precentral-4-L,aicha
S_Precentral-4-R,aicha
S_Precentral-5-L,aicha
S_Precentral-5-R,aicha
S_Precentral-6-L,aicha
S_Precentral-6-R,aicha
S_Rolando-1-L,aicha
S_Rolando-1-R,aicha
S_Rolando-2-L,aicha
S_Rolando-2-R,aicha
S_Rolando-3-L,aicha
S_Rolando-3-R,aicha
S_Rolando-4-L,aicha
S_Rolando-4-R,aicha
S_Postcentral-1-L,aicha
S_Postcentral-1-R,aicha
S_Postcentral-2-L,aicha
S_Postcentral-2-R,aicha
S_Postcentral-3-L,aicha
S_Postcentral-3-R,aicha
G_Parietal_Sup-1-L,aicha
G_Parietal_Sup-1-R,aicha
G_Parietal_Sup-2-L,aicha
G_Parietal_Sup-2-R,aicha
G_Parietal_Sup-3-L,aicha
G_Parietal_Sup-3-R,aicha
G_Parietal_Sup-4-L,aicha
G_Parietal_Sup-4-R,aicha
G_Parietal_Sup-5-L,aicha
G_Parietal_Sup-5-R,aicha
G_Supramarginal-1-L,aicha
G_Supramarginal-1-R,aicha
G_SupraMarginal-2-L,aicha
G_SupraMarginal-2-R,aicha
G_Supramarginal-3-L,aicha
G_Supramarginal-3-R,aicha
G_Supramarginal-4-L,aicha
G_Supramarginal-4-R,aicha
G_SupraMarginal-5-L,aicha
G_SupraMarginal-5-R,aicha
G_SupraMarginal-6-L,aicha
G_SupraMarginal-6-R,aicha
G_SupraMarginal-7-L,aicha
G_SupraMarginal-7-R,aicha
G_Angular-1-L,aicha
G_Angular-1-R,aicha
G_Angular-2-L,aicha
G_Angular-2-R,aicha
G_Angular-3-L,aicha
G_Angular-3-R,aicha
G_Parietal_Inf-1-L,aicha
G_Parietal_Inf-1-R,aicha
S_Intraparietal-1-L,aicha
S_Intraparietal-1-R,aicha
S_Intraparietal-2-L,aicha
S_Intraparietal-2-R,aicha
S_Intraparietal-3-L,aicha
S_Intraparietal-3-R,aicha
S_Intraoccipital-1-L,aicha
S_Intraoccipital-1-R,aicha
G_Occipital_Pole-1-L,aicha
G_Occipital_Pole-1-R,aicha
G_Occipital_Lat-1-L,aicha
G_Occipital_Lat-1-R,aicha
G_Occipital_Lat-2-L,aicha
G_Occipital_Lat-2-R,aicha
G_Occipital_Lat-3-L,aicha
G_Occipital_Lat-3-R,aicha
G_Occipital_Lat-4-L,aicha
G_Occipital_Lat-4-R,aicha
G_Occipital_Lat-5-L,aicha
G_Occipital_Lat-5-R,aicha
G_Occipital_Sup-1-L,aicha
G_Occipital_Sup-1-R,aicha
G_Occipital_Sup-2-L,aicha
G_Occipital_Sup-2-R,aicha
G_Occipital_Mid-1-L,aicha
G_Occipital_Mid-1-R,aicha
G_Occipital_Mid-2-L,aicha
G_Occipital_Mid-2-R,aicha
G_Occipital_Mid-3-L,aicha
G_Occipital_Mid-3-R,aicha
G_Occipital_Mid-4-L,aicha
G_Occipital_Mid-4-R,aicha
G_Occipital_Inf-1-L,aicha
G_Occipital_Inf-1-R,aicha
G_Occipital_Inf-2-L,aicha
G_Occipital_Inf-2-R,aicha
G_Insula-anterior-1-L,aicha
G_Insula-anterior-1-R,aicha
G_Insula-anterior-2-L,aicha
G_Insula-anterior-2-R,aicha
G_Insula-anterior-3-L,aicha
G_Insula-anterior-3-R,aicha
G_Insula-anterior-4-L,aicha
G_Insula-anterior-4-R,aicha
G_Insula-anterior-5-L,aicha
G_Insula-anterior-5-R,aicha
G_Insula-posterior-1-L,aicha
G_Insula-posterior-1-R,aicha
G_Rolandic_Oper-1-L,aicha
G_Rolandic_Oper-1-R,aicha
G_Rolandic_Oper-2-L,aicha
G_Rolandic_Oper-2-R,aicha
G_Temporal_Sup-1-L,aicha
G_Temporal_Sup-1-R,aicha
G_Temporal_Sup-2-L,aicha
G_Temporal_Sup-2-R,aicha
G_Temporal_Sup-3-L,aicha
G_Temporal_Sup-3-R,aicha
G_Temporal_Sup-4-L,aicha
G_Temporal_Sup-4-R,aicha
S_Sup_Temporal-1-L,aicha
S_Sup_Temporal-1-R,aicha
S_Sup_Temporal-2-L,aicha
S_Sup_Temporal-2-R,aicha
S_Sup_Temporal-3-L,aicha
S_Sup_Temporal-3-R,aicha
S_Sup_Temporal-4-L,aicha
S_Sup_Temporal-4-R,aicha
S_Sup_Temporal-5-L,aicha
S_Sup_Temporal-5-R,aicha
G_Temporal_Mid-1-L,aicha
G_Temporal_Mid-1-R,aicha
G_Temporal_Mid-2-L,aicha
G_Temporal_Mid-2-R,aicha
G_Temporal_Mid-3-L,aicha
G_Temporal_Mid-3-R,aicha
G_Temporal_Mid-4-L,aicha
G_Temporal_Mid-4-R,aicha
G_Temporal_Inf-1-L,aicha
G_Temporal_Inf-1-R,aicha
G_Temporal_Inf-2-L,aicha
G_Temporal_Inf-2-R,aicha
G_Temporal_Inf-3-L,aicha
G_Temporal_Inf-3-R,aicha
G_Temporal_Inf-4-L,aicha
G_Temporal_Inf-4-R,aicha
G_Temporal_Inf-5-L,aicha
G_Temporal_Inf-5-R,aicha
G_Temporal_Pole_Sup-1-L,aicha
G_Temporal_Pole_Sup-1-R,aicha
G_Temporal_Pole_Sup-2-L,aicha
G_Temporal_Pole_Sup-2-R,aicha
G_Temporal_Pole_Mid-1-L,aicha
G_Temporal_Pole_Mid-1-R,aicha
G_Temporal_Pole_Mid-2-L,aicha
G_Temporal_Pole_Mid-2-R,aicha
G_Temporal_Pole_Mid-3-L,aicha
G_Temporal_Pole_Mid-3-R,aicha
G_Frontal_Sup_Medial-1-L,aicha
G_Frontal_Sup_Medial-1-R,aicha
G_Frontal_Sup_Medial-2-L,aicha
G_Frontal_Sup_Medial-2-R,aicha
G_Frontal_Sup_Medial-3-L,aicha
G_Frontal_Sup_Medial-3-R,aicha
S_Anterior_Rostral-1-L,aicha
S_Anterior_Rostral-1-R,aicha
G_Frontal_Med_Orb-1-L,aicha
G_Frontal_Med_Orb-1-R,aicha
G_Frontal_Med_Orb-2-L,aicha
G_Frontal_Med_Orb-2-R,aicha
G_subcallosal-1-L,aicha
G_subcallosal-1-R,aicha
G_Supp_Motor_Area-1-L,aicha
G_Supp_Motor_Area-1-R,aicha
G_Supp_Motor_Area-2-L,aicha
G_Supp_Motor_Area-2-R,aicha
G_Supp_Motor_Area-3-L,aicha
G_Supp_Motor_Area-3-R,aicha
S_Cingulate-1-L,aicha
S_Cingulate-1-R,aicha
S_Cingulate-2-L,aicha
S_Cingulate-2-R,aicha
S_Cingulate-3-L,aicha
S_Cingulate-3-R,aicha
S_Cingulate-4-L,aicha
S_Cingulate-4-R,aicha
S_Cingulate-5-L,aicha
S_Cingulate-5-R,aicha
S_Cingulate-6-L,aicha
S_Cingulate-6-R,aicha
S_Cingulate-7-L,aicha
S_Cingulate-7-R,aicha
G_Cingulum_Ant-1-L,aicha
G_Cingulum_Ant-1-R,aicha
G_Cingulum_Ant-2-L,aicha
G_Cingulum_Ant-2-R,aicha
G_Cingulum_Mid-1-L,aicha
G_Cingulum_Mid-1-R,aicha
G_Cingulum_Mid-2-L,aicha
G_Cingulum_Mid-2-R,aicha
G_Cingulum_Mid-3-L,aicha
G_Cingulum_Mid-3-R,aicha
G_Cingulum_Post-1-L,aicha
G_Cingulum_Post-1-R,aicha
G_Cingulum_Post-2-L,aicha
G_Cingulum_Post-2-R,aicha
G_Cingulum_Post-3-L,aicha
G_Cingulum_Post-3-R,aicha
G_Paracentral_Lobule-1-L,aicha
G_Paracentral_Lobule-1-R,aicha
G_Paracentral_Lobule-2-L,aicha
G_Paracentral_Lobule-2-R,aicha
G_Paracentral_Lobule-3-L,aicha
G_Paracentral_Lobule-3-R,aicha
G_Paracentral_Lobule-4-L,aicha
G_Paracentral_Lobule-4-R,aicha
G_Precuneus-1-L,aicha
G_Precuneus-1-R,aicha
G_Precuneus-2-L,aicha
G_Precuneus-2-R,aicha
G_Precuneus-3-L,aicha
G_Precuneus-3-R,aicha
G_Precuneus-4-L,aicha
G_Precuneus-4-R,aicha
G_Precuneus-5-L,aicha
G_Precuneus-5-R,aicha
G_Precuneus-6-L,aicha
G_Precuneus-6-R,aicha
G_Precuneus-7-L,aicha
G_Precuneus-7-R,aicha
G_Precuneus-8-L,aicha
G_Precuneus-8-R,aicha
G_Precuneus-9-L,aicha
G_Precuneus-9-R,aicha
S_Parietooccipital-1-L,aicha
S_Parietooccipital-1-R,aicha
S_Parietooccipital-2-L,aicha
S_Parietooccipital-2-R,aicha
S_Parietooccipital-3-L,aicha
S_Parietooccipital-3-R,aicha
S_Parietooccipital-4-L,aicha
S_Parietooccipital-4-R,aicha
S_Parietooccipital-5-L,aicha
S_Parietooccipital-5-R,aicha
S_Parietooccipital-6-L,aicha
S_Parietooccipital-6-R,aicha
G_Cuneus-1-L,aicha
G_Cuneus-1-R,aicha
G_Cuneus-2-L,aicha
G_Cuneus-2-R,aicha
G_Calcarine-1-L,aicha
G_Calcarine-1-R,aicha
G_Calcarine-2-L,aicha
G_Calcarine-2-R,aicha
G_Calcarine-3-L,aicha
G_Calcarine-3-R,aicha
G_Lingual-1-L,aicha
G_Lingual-1-R,aicha
G_Lingual-2-L,aicha
G_Lingual-2-R,aicha
G_Lingual-3-L,aicha
G_Lingual-3-R,aicha
G_Lingual-4-L,aicha
G_Lingual-4-R,aicha
G_Lingual-5-L,aicha
G_Lingual-5-R,aicha
G_Lingual-6-L,aicha
G_Lingual-6-R,aicha
G_Hippocampus-1-L,aicha
G_Hippocampus-1-R,aicha
G_Hippocampus-2-L,aicha
G_Hippocampus-2-R,aicha
G_ParaHippocampal-1-L,aicha
G_ParaHippocampal-1-R,aicha
G_ParaHippocampal-2-L,aicha
G_ParaHippocampal-2-R,aicha
G_ParaHippocampal-3-L,aicha
G_ParaHippocampal-3-R,aicha
G_ParaHippocampal-4-L,aicha
G_ParaHippocampal-4-R,aicha
G_ParaHippocampal-5-L,aicha
G_ParaHippocampal-5-R,aicha
G_Fusiform-1-L,aicha
G_Fusiform-1-R,aicha
G_Fusiform-2-L,aicha
G_Fusiform-2-R,aicha
G_Fusiform-3-L,aicha
G_Fusiform-3-R,aicha
G_Fusiform-4-L,aicha
G_Fusiform-4-R,aicha
G_Fusiform-5-L,aicha
G_Fusiform-5-R,aicha
G_Fusiform-6-L,aicha
G_Fusiform-6-R,aicha
G_Fusiform-7-L,aicha
G_Fusiform-7-R,aicha
N_Amygdala-1-L,aicha
N_Amygdala-1-R,aicha
N_Caudate-1-L,aicha
N_Caudate-1-R,aicha
N_Caudate-2-L,aicha
N_Caudate-2-R,aicha
N_Caudate-3-L,aicha
N_Caudate-3-R,aicha
N_Caudate-4-L,aicha
N_Caudate-4-R,aicha
N_Caudate-5-L,aicha
N_Caudate-5-R,aicha
N_Caudate-6-L,aicha
N_Caudate-6-R,aicha
N_Caudate-7-L,aicha
N_Caudate-7-R,aicha
N_Pallidum-1-L,aicha
N_Pallidum-1-R,aicha
N_Putamen-2-L,aicha
N_Putamen-2-R,aicha
N_Putamen-3-L,aicha
N_Putamen-3-R,aicha
N_Thalamus-1-L,aicha
N_Thalamus-1-R,aicha
N_Thalamus-2-L,aicha
N_Thalamus-2-R,aicha
N_Thalamus-3-L,aicha
N_Thalamus-3-R,aicha
N_Thalamus-4-L,aicha
N_Thalamus-4-R,aicha
N_Thalamus-5-L,aicha
N_Thalamus-5-R,aicha
N_Thalamus-6-L,aicha
N_Thalamus-6-R,aicha
N_Thalamus-7-L,aicha
N_Thalamus-7-R,aicha
N_Thalamus-8-L,aicha
N_Thalamus-8-R,aicha
N_Thalamus-9-L,aicha
N_Thalamus-9-R,aicha
Unknown,desikan_killiany
Left-Cerebral-White-Matter,desikan_killiany
Left-Lateral-Ventricle,desikan_killiany
Left-Inf-Lat-Vent,desikan_killiany
Left-Cerebellum-White-Matter,desikan_killiany
Left-Cerebellum-Cortex,desikan_killiany
Left-Thalamus-Proper,desikan_killiany
Left-Caudate,desikan_killiany
Left-Putamen,desikan_killiany
Left-Pallidum,desikan_killiany
3rd-Ventricle,desikan_killiany
4th-Ventricle,desikan_killiany
Brain-Stem,desikan_killiany
Left-Hippocampus,desikan_killiany
Left-Amygdala,desikan_killiany
CSF,desikan_killiany
Left-Accumbens-area,desikan_killiany
Left-VentralDC,desikan_killiany
Left-vessel,desikan_killiany
Left-choroid-plexus,desikan_killiany
Right-Cerebral-White-Matter,desikan_killiany
Right-Lateral-Ventricle,desikan_killiany
Right-Inf-Lat-Vent,desikan_killiany
Right-Cerebellum-White-Matter,desikan_killiany
Right-Cerebellum-Cortex,desikan_killiany
Right-Thalamus-Proper,desikan_killiany
Right-Caudate,desikan_killiany
Right-Putamen,desikan_killiany
Right-Pallidum,desikan_killiany
Right-Hippocampus,desikan_killiany
Right-Amygdala,desikan_killiany
Right-Accumbens-area,desikan_killiany
Right-VentralDC,desikan_killiany
Right-vessel,desikan_killiany
Right-choroid-plexus,desikan_killiany
WM-hypointensities,desikan_killiany
non-WM-hypointensities,desikan_killiany
Optic-Chiasm,desikan_killiany
CC_Posterior,desikan_killiany
CC_Mid_Posterior,desikan_killiany
CC_Central,desikan_killiany
CC_Mid_Anterior,desikan_killiany
CC_Anterior,desikan_killiany
ctx-lh-unknown,desikan_killiany
ctx-lh-bankssts,desikan_killiany
ctx-lh-caudalanteriorcingulate,desikan_killiany
ctx-lh-caudalmiddlefrontal,desikan_killiany
ctx-lh-cuneus,desikan_killiany
ctx-lh-entorhinal,desikan_killiany
ctx-lh-fusiform,desikan_killiany
ctx-lh-inferiorparietal,desikan_killiany
ctx-lh-inferiortemporal,desikan_killiany
ctx-lh-isthmuscingulate,desikan_killiany
ctx-lh-lateraloccipital,desikan_killiany
ctx-lh-lateralorbitofrontal,desikan_killiany
ctx-lh-lingual,desikan_killiany
ctx-lh-medialorbitofrontal,desikan_killiany
ctx-lh-middletemporal,desikan_killiany
ctx-lh-parahippocampal,desikan_killiany
ctx-lh-paracentral,desikan_killiany
ctx-lh-parsopercularis,desikan_killiany
ctx-lh-parsorbitalis,desikan_killiany
ctx-lh-parstriangularis,desikan_killiany
ctx-lh-pericalcarine,desikan_killiany
ctx-lh-postcentral,desikan_killiany
ctx-lh-posteriorcingulate,desikan_killiany
ctx-lh-precentral,desikan_killiany
ctx-lh-precuneus,desikan_killiany
ctx-lh-rostralanteriorcingulate,desikan_killiany
ctx-lh-rostralmiddlefrontal,desikan_killiany
ctx-lh-superiorfrontal,desikan_killiany
ctx-lh-superiorparietal,desikan_killiany
ctx-lh-superiortemporal,desikan_killiany
ctx-lh-supramarginal,desikan_killiany
ctx-lh-frontalpole,desikan_killiany
ctx-lh-temporalpole,desikan_killiany
ctx-lh-transversetemporal,desikan_killiany
ctx-lh-insula,desikan_killiany
ctx-rh-unknown,desikan_killiany
ctx-rh-bankssts,desikan_killiany
ctx-rh-caudalanteriorcingulate,desikan_killiany
ctx-rh-caudalmiddlefrontal,desikan_killiany
ctx-rh-cuneus,desikan_killiany
ctx-rh-entorhinal,desikan_killiany
ctx-rh-fusiform,desikan_killiany
ctx-rh-inferiorparietal,desikan_killiany
ctx-rh-inferiortemporal,desikan_killiany
ctx-rh-isthmuscingulate,desikan_killiany
ctx-rh-lateraloccipital,desikan_killiany
ctx-rh-lateralorbitofrontal,desikan_killiany
ctx-rh-lingual,desikan_killiany
ctx-rh-medialorbitofrontal,desikan_killiany
ctx-rh-middletemporal,desikan_killiany
ctx-rh-parahippocampal,desikan_killiany
ctx-rh-paracentral,desikan_killiany
ctx-rh-parsopercularis,desikan_killiany
ctx-rh-parsorbitalis,desikan_killiany
ctx-rh-parstriangularis,desikan_killiany
ctx-rh-pericalcarine,desikan_killiany
ctx-rh-postcentral,desikan_killiany
ctx-rh-posteriorcingulate,desikan_killiany
ctx-rh-precentral,desikan_killiany
ctx-rh-precuneus,desikan_killiany
ctx-rh-rostralanteriorcingulate,desikan_killiany
ctx-rh-rostralmiddlefrontal,desikan_killiany
ctx-rh-superiorfrontal,desikan_killiany
ctx-rh-superiorparietal,desikan_killiany
ctx-rh-superiortemporal,desikan_killiany
ctx-rh-supramarginal,desikan_killiany
ctx-rh-frontalpole,desikan_killiany
ctx-rh-temporalpole,desikan_killiany
ctx-rh-transversetemporal,desikan_killiany
ctx-rh-insula,desikan_killiany
Unknown,destrieux
Left-Cerebral-White-Matter,destrieux
Left-Lateral-Ventricle,destrieux
Left-Inf-Lat-Vent,destrieux
Left-Cerebellum-White-Matter,destrieux
Left-Cerebellum-Cortex,destrieux
Left-Thalamus-Proper,destrieux
Left-Caudate,destrieux
Left-Putamen,destrieux
Left-Pallidum,destrieux
3rd-Ventricle,destrieux
4th-Ventricle,destrieux
Brain-Stem,destrieux
Left-Hippocampus,destrieux
Left-Amygdala,destrieux
CSF,destrieux
Left-Accumbens-area,destrieux
Left-VentralDC,destrieux
Left-vessel,destrieux
Left-choroid-plexus,destrieux
Right-Cerebral-White-Matter,destrieux
Right-Lateral-Ventricle,destrieux
Right-Inf-Lat-Vent,destrieux
Right-Cerebellum-White-Matter,destrieux
Right-Cerebellum-Cortex,destrieux
Right-Thalamus-Proper,destrieux
Right-Caudate,destrieux
Right-Putamen,destrieux
Right-Pallidum,destrieux
Right-Hippocampus,destrieux
Right-Amygdala,destrieux
Right-Accumbens-area,destrieux
Right-VentralDC,destrieux
Right-vessel,destrieux
Right-choroid-plexus,destrieux
WM-hypointensities,destrieux
non-WM-hypointensities,destrieux
Optic-Chiasm,destrieux
CC_Posterior,destrieux
CC_Mid_Posterior,destrieux
CC_Central,destrieux
CC_Mid_Anterior,destrieux
CC_Anterior,destrieux
ctx_lh_Unknown,destrieux
ctx_lh_G_and_S_frontomargin,destrieux
ctx_lh_G_and_S_occipital_inf,destrieux
ctx_lh_G_and_S_paracentral,destrieux
ctx_lh_G_and_S_subcentral,destrieux
ctx_lh_G_and_S_transv_frontopol,destrieux
ctx_lh_G_and_S_cingul-Ant,destrieux
ctx_lh_G_and_S_cingul-Mid-Ant,destrieux
ctx_lh_G_and_S_cingul-Mid-Post,destrieux
ctx_lh_G_cingul-Post-dorsal,destrieux
ctx_lh_G_cingul-Post-ventral,destrieux
ctx_lh_G_cuneus,destrieux
ctx_lh_G_front_inf-Opercular,destrieux
ctx_lh_G_front_inf-Orbital,destrieux
ctx_lh_G_front_inf-Triangul,destrieux
ctx_lh_G_front_middle,destrieux
ctx_lh_G_front_sup,destrieux
ctx_lh_G_Ins_lg_and_S_cent_ins,destrieux
ctx_lh_G_insular_short,destrieux
ctx_lh_G_occipital_middle,destrieux
ctx_lh_G_occipital_sup,destrieux
ctx_lh_G_oc-temp_lat-fusifor,destrieux
ctx_lh_G_oc-temp_med-Lingual,destrieux
ctx_lh_G_oc-temp_med-Parahip,destrieux
ctx_lh_G_orbital,destrieux
ctx_lh_G_pariet_inf-Angular,destrieux
ctx_lh_G_pariet_inf-Supramar,destrieux
ctx_lh_G_parietal_sup,destrieux
ctx_lh_G_postcentral,destrieux
ctx_lh_G_precentral,destrieux
ctx_lh_G_precuneus,destrieux
ctx_lh_G_rectus,destrieux
ctx_lh_G_subcallosal,destrieux
ctx_lh_G_temp_sup-G_T_transv,destrieux
ctx_lh_G_temp_sup-Lateral,destrieux
ctx_lh_G_temp_sup-Plan_polar,destrieux
ctx_lh_G_temp_sup-Plan_tempo,destrieux
ctx_lh_G_temporal_inf,destrieux
ctx_lh_G_temporal_middle,destrieux
ctx_lh_Lat_Fis-ant-Horizont,destrieux
ctx_lh_Lat_Fis-ant-Vertical,destrieux
ctx_lh_Lat_Fis-post,destrieux
ctx_lh_Pole_occipital,destrieux
ctx_lh_Pole_temporal,destrieux
ctx_lh_S_calcarine,destrieux
ctx_lh_S_central,destrieux
ctx_lh_S_cingul-Marginalis,destrieux
ctx_lh_S_circular_insula_ant,destrieux
ctx_lh_S_circular_insula_inf,destrieux
ctx_lh_S_circular_insula_sup,destrieux
ctx_lh_S_collat_transv_ant,destrieux
ctx_lh_S_collat_transv_post,destrieux
ctx_lh_S_front_inf,destrieux
ctx_lh_S_front_middle,destrieux
ctx_lh_S_front_sup,destrieux
ctx_lh_S_interm_prim-Jensen,destrieux
ctx_lh_S_intrapariet_and_P_trans,destrieux
ctx_lh_S_oc_middle_and_Lunatus,destrieux
ctx_lh_S_oc_sup_and_transversal,destrieux
ctx_lh_S_occipital_ant,destrieux
ctx_lh_S_oc-temp_lat,destrieux
ctx_lh_S_oc-temp_med_and_Lingual,destrieux
ctx_lh_S_orbital_lateral,destrieux
ctx_lh_S_orbital_med-olfact,destrieux
ctx_lh_S_orbital-H_Shaped,destrieux
ctx_lh_S_parieto_occipital,destrieux
ctx_lh_S_pericallosal,destrieux
ctx_lh_S_postcentral,destrieux
ctx_lh_S_precentral-inf-part,destrieux
ctx_lh_S_precentral-sup-part,destrieux
ctx_lh_S_suborbital,destrieux
ctx_lh_S_subparietal,destrieux
ctx_lh_S_temporal_inf,destrieux
ctx_lh_S_temporal_sup,destrieux
ctx_lh_S_temporal_transverse,destrieux
ctx_rh_Unknown,destrieux
ctx_rh_G_and_S_frontomargin,destrieux
ctx_rh_G_and_S_occipital_inf,destrieux
ctx_rh_G_and_S_paracentral,destrieux
ctx_rh_G_and_S_subcentral,destrieux
ctx_rh_G_and_S_transv_frontopol,destrieux
ctx_rh_G_and_S_cingul-Ant,destrieux
ctx_rh_G_and_S_cingul-Mid-Ant,destrieux
ctx_rh_G_and_S_cingul-Mid-Post,destrieux
ctx_rh_G_cingul-Post-dorsal,destrieux
ctx_rh_G_cingul-Post-ventral,destrieux
ctx_rh_G_cuneus,destrieux
ctx_rh_G_front_inf-Opercular,destrieux
ctx_rh_G_front_inf-Orbital,destrieux
ctx_rh_G_front_inf-Triangul,destrieux
ctx_rh_G_front_middle,destrieux
ctx_rh_G_front_sup,destrieux
ctx_rh_G_Ins_lg_and_S_cent_ins,destrieux
ctx_rh_G_insular_short,destrieux
ctx_rh_G_occipital_middle,destrieux
ctx_rh_G_occipital_sup,destrieux
ctx_rh_G_oc-temp_lat-fusifor,destrieux
ctx_rh_G_oc-temp_med-Lingual,destrieux
ctx_rh_G_oc-temp_med-Parahip,destrieux
ctx_rh_G_orbital,destrieux
ctx_rh_G_pariet_inf-Angular,destrieux
ctx_rh_G_pariet_inf-Supramar,destrieux
ctx_rh_G_parietal_sup,destrieux
ctx_rh_G_postcentral,destrieux
ctx_rh_G_precentral,destrieux
ctx_rh_G_precuneus,destrieux
ctx_rh_G_rectus,destrieux
ctx_rh_G_subcallosal,destrieux
ctx_rh_G_temp_sup-G_T_transv,destrieux
ctx_rh_G_temp_sup-Lateral,destrieux
ctx_rh_G_temp_sup-Plan_polar,destrieux
ctx_rh_G_temp_sup-Plan_tempo,destrieux
ctx_rh_G_temporal_inf,destrieux
ctx_rh_G_temporal_middle,destrieux
ctx_rh_Lat_Fis-ant-Horizont,destrieux
ctx_rh_Lat_Fis-ant-Vertical,destrieux
ctx_rh_Lat_Fis-post,destrieux
ctx_rh_Pole_occipital,destrieux
ctx_rh_Pole_temporal,destrieux
ctx_rh_S_calcarine,destrieux
ctx_rh_S_central,destrieux
ctx_rh_S_cingul-Marginalis,destrieux
ctx_rh_S_circular_insula_ant,destrieux
ctx_rh_S_circular_insula_inf,destrieux
ctx_rh_S_circular_insula_sup,destrieux
ctx_rh_S_collat_transv_ant,destrieux
ctx_rh_S_collat_transv_post,destrieux
ctx_rh_S_front_inf,destrieux
ctx_rh_S_front_middle,destrieux
ctx_rh_S_front_sup,destrieux
ctx_rh_S_interm_prim-Jensen,destrieux
ctx_rh_S_intrapariet_and_P_trans,destrieux
