region_label,atlas_label
ctx_rh_S_oc_middle_and_Lunatus,destrieux
ctx_rh_S_oc_sup_and_transversal,destrieux
ctx_rh_S_occipital_ant,destrieux
ctx_rh_S_oc-temp_lat,destrieux
ctx_rh_S_oc-temp_med_and_Lingual,destrieux
ctx_rh_S_orbital_lateral,destrieux
ctx_rh_S_orbital_med-olfact,destrieux
ctx_rh_S_orbital-H_Shaped,destrieux
ctx_rh_S_parieto_occipital,destrieux
ctx_rh_S_pericallosal,destrieux
ctx_rh_S_postcentral,destrieux
ctx_rh_S_precentral-inf-part,destrieux
ctx_rh_S_precentral-sup-part,destrieux
ctx_rh_S_suborbital,destrieux
ctx_rh_S_subparietal,destrieux
ctx_rh_S_temporal_inf,destrieux
ctx_rh_S_temporal_sup,destrieux
ctx_rh_S_temporal_transverse,destrieux
Left_Frontal_Pole,harvard_oxford
Right_Frontal_Pole,harvard_oxford
Left_Insular_Cortex,harvard_oxford
Right_Insular_Cortex,harvard_oxford
Left_Superior_Frontal_Gyrus,harvard_oxford
Right_Superior_Frontal_Gyrus,harvard_oxford
Left_Middle_Frontal_Gyrus,harvard_oxford
Right_Middle_Frontal_Gyrus,harvard_oxford
Left_Inferior_Frontal_Gyrus_pars_triangularis,harvard_oxford
Right_Inferior_Frontal_Gyrus_pars_triangularis,harvard_oxford
Left_Inferior_Frontal_Gyrus_pars_opercularis,harvard_oxford
Right_Inferior_Frontal_Gyrus_pars_opercularis,harvard_oxford
Left_Precentral_Gyrus,harvard_oxford
Right_Precentral_Gyrus,harvard_oxford
Left_Temporal_Pole,harvard_oxford
Right_Temporal_Pole,harvard_oxford
Left_Superior_Temporal_Gyrus_anterior_division,harvard_oxford
Right_Superior_Temporal_Gyrus_anterior_division,harvard_oxford
Left_Superior_Temporal_Gyrus_posterior_division,harvard_oxford
Right_Superior_Temporal_Gyrus_posterior_division,harvard_oxford
Left_Middle_Temporal_Gyrus_anterior_division,harvard_oxford
Right_Middle_Temporal_Gyrus_anterior_division,harvard_oxford
Left_Middle_Temporal_Gyrus_posterior_division,harvard_oxford
Right_Middle_Temporal_Gyrus_posterior_division,harvard_oxford
Left_Middle_Temporal_Gyrus_temporooccipital_part,harvard_oxford
Right_Middle_Temporal_Gyrus_temporooccipital_part,harvard_oxford
Left_Inferior_Temporal_Gyrus_anterior_division,harvard_oxford
Right_Inferior_Temporal_Gyrus_anterior_division,harvard_oxford
Left_Inferior_Temporal_Gyrus_posterior_division,harvard_oxford
Right_Inferior_Temporal_Gyrus_posterior_division,harvard_oxford
Left_Inferior_Temporal_Gyrus_temporooccipital_part,harvard_oxford
Right_Inferior_Temporal_Gyrus_temporooccipital_part,harvard_oxford
Left_Postcentral_Gyrus,harvard_oxford
Right_Postcentral_Gyrus,harvard_oxford
Left_Superior_Parietal_Lobule,harvard_oxford
Right_Superior_Parietal_Lobule,harvard_oxford
Left_Supramarginal_Gyrus_anterior_division,harvard_oxford
Right_Supramarginal_Gyrus_anterior_division,harvard_oxford
Left_Supramarginal_Gyrus_posterior_division,harvard_oxford
Right_Supramarginal_Gyrus_posterior_division,harvard_oxford
Left_Angular_Gyrus,harvard_oxford
Right_Angular_Gyrus,harvard_oxford
Left_Lateral_Occipital_Cortex_superior_division,harvard_oxford
Right_Lateral_Occipital_Cortex_superior_division,harvard_oxford
Left_Lateral_Occipital_Cortex_inferior_division,harvard_oxford
Right_Lateral_Occipital_Cortex_inferior_division,harvard_oxford
Left_Intracalcarine_Cortex,harvard_oxford
Right_Intracalcarine_Cortex,harvard_oxford
Left_Frontal_Medial_Cortex,harvard_oxford
Right_Frontal_Medial_Cortex,harvard_oxford
Left_Juxtapositional_Lobule_Cortex_(formerly_Supplementary_Motor_Cortex),harvard_oxford
Right_Juxtapositional_Lobule_Cortex_(formerly_Supplementary_Motor_Cortex),harvard_oxford
Left_Subcallosal_Cortex,harvard_oxford
Right_Subcallosal_Cortex,harvard_oxford
Left_Paracingulate_Gyrus,harvard_oxford
Right_Paracingulate_Gyrus,harvard_oxford
Left_Cingulate_Gyrus_anterior_division,harvard_oxford
Right_Cingulate_Gyrus_anterior_division,harvard_oxford
Left_Cingulate_Gyrus_posterior_division,harvard_oxford
Right_Cingulate_Gyrus_posterior_division,harvard_oxford
Left_Precuneous_Cortex,harvard_oxford
Right_Precuneous_Cortex,harvard_oxford
